,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross,mpaa_rating,month
44,tt0475290,"Hail, Caesar!",2016,106.0,"Comedy,Drama,Music","{'amount': 22000000, 'currency': 'USD'}",63945241.0,PG-13,2.0
45,tt0477080,Unstoppable,2010,98.0,"Action,Thriller","{'amount': 100000000, 'currency': 'USD'}",167805466.0,PG-13,11.0
46,tt0477302,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery","{'amount': 40000000.0, 'currency': 'USD'}",55247881.0,PG-13,1.0
47,tt0478304,The Tree of Life,2011,139.0,"Drama,Fantasy","{'amount': 32000000, 'currency': 'USD'}",58409247.0,PG-13,5.0
48,tt0478970,Ant-Man,2015,117.0,"Action,Adventure,Comedy","{'amount': 130000000, 'currency': 'USD'}",519311965.0,PG-13,7.0
49,tt0479997,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy","{'amount': 40000000, 'currency': 'USD'}",91627228.0,PG-13,1.0
50,tt0480239,Atlas Shrugged: Part I,2011,97.0,"Drama,Mystery,Sci-Fi","{'amount': 20000000, 'currency': 'USD'}",4627375.0,PG-13,4.0
51,tt0480255,The Losers,2010,97.0,"Action,Adventure,Crime","{'amount': 25000000, 'currency': 'USD'}",29397654.0,PG-13,4.0
52,tt0480687,Hall Pass,2011,105.0,"Comedy,Romance","{'amount': 36000000, 'currency': 'USD'}",86157237.0,R,2.0
53,tt0481499,The Croods,2013,98.0,"Action,Adventure,Animation","{'amount': 135000000, 'currency': 'USD'}",587235983.0,PG,3.0
54,tt0485985,Red Tails,2012,125.0,"Action,Adventure,Drama","{'amount': 58000000, 'currency': 'USD'}",50365498.0,PG-13,1.0
55,tt0490075,Aftermath,2013,84.0,"Crime,Thriller",,3451.0,R,3.0
56,tt0490215,Silence,2016,161.0,"Adventure,Drama,History","{'amount': 46000000.0, 'currency': 'USD'}",23834809.0,R,1.0
57,tt0491152,Something Borrowed,2011,112.0,"Comedy,Drama,Romance","{'amount': 35000000, 'currency': 'USD'}",65100369.0,PG-13,5.0
58,tt0493405,CHIPS,2017,100.0,"Action,Comedy,Crime","{'amount': 25000000, 'currency': 'USD'}",26800152.0,R,3.0
59,tt0493949,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family","{'amount': 15000000, 'currency': 'USD'}",27293743.0,G,7.0
60,tt0495024,Bad Blood,2012,107.0,"Horror,Mystery,Romance","{'amount': 900000.0, 'currency': 'USD'}",3731.0,R,10.0
61,tt0498351,The Hero of Color City,2014,77.0,"Animation,Family",,115335.0,G,7.0
62,tt0498381,Rings,2017,102.0,"Drama,Horror,Mystery","{'amount': 25000000, 'currency': 'USD'}",83080890.0,PG-13,2.0
63,tt0756727,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,116.0,"Biography,Documentary,Music",,30975.0,Not Rated,2.0
64,tt0758752,Love & Other Drugs,2010,112.0,"Comedy,Drama,Romance","{'amount': 30000000, 'currency': 'USD'}",102820008.0,R,11.0
65,tt0762138,Syrup,2013,90.0,"Comedy,Drama,Romance","{'amount': 2500000.0, 'currency': 'USD'}",663.0,R,5.0
66,tt0763831,A Thousand Words,2012,91.0,"Comedy,Drama","{'amount': 40000000, 'currency': 'USD'}",22044277.0,PG-13,3.0
67,tt0765446,Escape from Planet Earth,2013,89.0,"Adventure,Animation,Comedy","{'amount': 40000000, 'currency': 'USD'}",74939189.0,PG,2.0
68,tt0770703,What's Your Number?,2011,106.0,"Comedy,Romance","{'amount': 20000000, 'currency': 'USD'}",30426096.0,R,9.0
69,tt0770802,Samsara,2011,102.0,"Documentary,Music","{'amount': 4000000.0, 'currency': 'USD'}",4426444.0,PG-13,2.0
70,tt0770828,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi","{'amount': 225000000, 'currency': 'USD'}",668045518.0,PG-13,6.0
71,tt0775440,Cell,2016,98.0,"Action,Drama,Horror",,1323012.0,R,6.0
72,tt0775543,Night Catches Us,2010,90.0,"Drama,Romance",,76185.0,R,12.0
73,tt0780504,Drive,2011,100.0,"Crime,Drama","{'amount': 15000000, 'currency': 'USD'}",77187281.0,R,9.0
74,tt0780548,Kid Cannabis,2014,110.0,"Biography,Comedy,Crime","{'amount': 5000000.0, 'currency': 'USD'}",5565.0,Not Rated,4.0
75,tt0780645,War of the Dead,2011,86.0,"Action,Adventure,Horror","{'amount': 1000000.0, 'currency': 'EUR'}",58285.0,Not Rated,1.0
76,tt0780653,The Wolfman,2010,103.0,"Drama,Fantasy,Horror","{'amount': 150000000, 'currency': 'USD'}",139789765.0,R,2.0
77,tt0787474,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy","{'amount': 60000000, 'currency': 'USD'}",108255770.0,PG,9.0
78,tt0790628,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy","{'amount': 30000000, 'currency': 'USD'}",27437881.0,PG-13,3.0
79,tt0790636,Dallas Buyers Club,2013,117.0,"Biography,Drama","{'amount': 5000000, 'currency': 'USD'}",55736588.0,R,11.0
80,tt0790724,Jack Reacher,2012,130.0,"Action,Crime,Thriller","{'amount': 60000000, 'currency': 'USD'}",218340595.0,PG-13,12.0
81,tt0790736,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy","{'amount': 130000000, 'currency': 'USD'}",78324220.0,PG-13,7.0
82,tt0790770,Miles Ahead,2015,100.0,"Biography,Drama,Music",,3473958.0,R,4.0
83,tt0795461,Scary Movie 5,2013,86.0,Comedy,"{'amount': 20000000, 'currency': 'USD'}",78378744.0,PG-13,4.0
84,tt0798817,13,2010,91.0,"Drama,Thriller","{'amount': 20000000.0, 'currency': 'USD'}",3701600.0,R,3.0
85,tt0800320,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy","{'amount': 125000000, 'currency': 'USD'}",493214993.0,PG-13,4.0
86,tt0800369,Thor,2011,115.0,"Action,Adventure,Fantasy","{'amount': 150000000, 'currency': 'USD'}",449326618.0,PG-13,5.0
87,tt0804463,Devil's Knot,2013,114.0,"Biography,Crime,Drama","{'amount': 15000000.0, 'currency': 'USD'}",2033154.0,Not Rated,5.0
88,tt0804497,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance","{'amount': 8000000, 'currency': 'USD'}",6491240.0,PG-13,10.0
89,tt0808510,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy","{'amount': 48000000, 'currency': 'USD'}",112462508.0,PG,1.0
90,tt0810913,Jack and Jill,2011,91.0,Comedy,"{'amount': 79000000, 'currency': 'USD'}",149673788.0,PG,11.0
91,tt0810922,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance","{'amount': 23000000.0, 'currency': 'USD'}",7550073.0,R,3.0
92,tt0811137,The Do-Deca-Pentathlon,2012,76.0,Comedy,,10000.0,R,3.0
93,tt0815236,She's Out of My League,2010,104.0,"Comedy,Romance","{'amount': 20000000, 'currency': 'USD'}",49779728.0,R,3.0
94,tt0816442,The Book Thief,2013,131.0,"Drama,War","{'amount': 19000000.0, 'currency': 'USD'}",76586316.0,PG-13,11.0
95,tt0816462,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy","{'amount': 90000000, 'currency': 'USD'}",63523283.0,R,8.0
96,tt0816711,World War Z,2013,116.0,"Action,Adventure,Horror","{'amount': 190000000, 'currency': 'USD'}",540455876.0,PG-13,6.0
97,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance","{'amount': 14000000, 'currency': 'USD'}",4324817.0,PG,9.0
98,tt0817230,Valentine's Day,2010,125.0,"Comedy,Romance","{'amount': 52000000, 'currency': 'USD'}",216485654.0,PG-13,2.0
99,tt0817545,The Power of Few,2013,96.0,"Action,Crime,Drama","{'amount': 4000000.0, 'currency': 'USD'}",45659.0,R,2.0
100,tt0818098,Dreamkiller,2010,110.0,Thriller,"{'amount': 2500000.0, 'currency': 'USD'}",15514.0,R,2.0
101,tt0822847,Priest,2011,87.0,"Action,Adventure,Fantasy","{'amount': 60000000, 'currency': 'USD'}",78309505.0,PG-13,5.0
102,tt0825283,Maximum Ride,2016,88.0,"Action,Adventure,Comedy",,4218.0,PG-13,8.0
103,tt0829150,Dracula Untold,2014,92.0,"Action,Drama,Fantasy","{'amount': 70000000, 'currency': 'USD'}",217124280.0,PG-13,10.0
104,tt0829176,Gallowwalkers,2012,90.0,"Action,Horror,Thriller","{'amount': 17000000.0, 'currency': 'USD'}",141696.0,R,8.0
105,tt0831387,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi","{'amount': 160000000, 'currency': 'USD'}",524976069.0,PG-13,5.0
106,tt0835418,The Babymakers,2012,95.0,Comedy,,475511.0,R,3.0
107,tt0835802,Krystal,2017,90.0,"Comedy,Drama",,37516.0,R,4.0
108,tt0837559,Approaching Midnight,2013,86.0,"Crime,Drama,Romance","{'amount': 100000.0, 'currency': 'USD'}",2795.0,PG,8.0
109,tt0837562,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family","{'amount': 85000000, 'currency': 'USD'}",358375603.0,PG,9.0
110,tt0837563,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller","{'amount': 21000000, 'currency': 'USD'}",113118226.0,R,4.0
111,tt0840361,The Town,2010,125.0,"Crime,Drama,Thriller","{'amount': 37000000, 'currency': 'USD'}",154026136.0,R,9.0
112,tt0842926,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance","{'amount': 4000000, 'currency': 'USD'}",34758951.0,R,7.0
113,tt0844993,Hoodwinked Too! Hood vs. Evil,2011,86.0,"Animation,Comedy,Crime","{'amount': 30000000.0, 'currency': 'USD'}",29985033.0,PG,4.0
114,tt0848228,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi","{'amount': 220000000, 'currency': 'USD'}",1518815515.0,PG-13,5.0
115,tt0848537,Epic,2013,102.0,"Adventure,Animation,Family","{'amount': 100000000, 'currency': 'USD'}",268426634.0,PG,5.0
116,tt0850677,Jack & Diane,2012,110.0,"Drama,Horror,Romance",,1142.0,R,4.0
117,tt0859635,Super Troopers 2,2018,99.0,"Comedy,Crime,Mystery","{'amount': 13500000, 'currency': 'USD'}",31626386.0,R,4.0
118,tt0864835,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy","{'amount': 145000000, 'currency': 'USD'}",275698039.0,PG,3.0
119,tt0865561,6 Month Rule,2011,100.0,Comedy,,14057.0,R,8.0
120,tt0872230,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller","{'amount': 25000000, 'currency': 'USD'}",21500813.0,R,10.0
121,tt0873886,Red State,2011,88.0,"Action,Crime,Horror","{'amount': 4000000.0, 'currency': 'USD'}",1874460.0,R,1.0
122,tt0878814,Jewtopia,2012,90.0,"Comedy,Romance",,88327.0,Not Rated,4.0
123,tt0878835,Please Give,2010,87.0,"Comedy,Drama","{'amount': 3000000, 'currency': 'USD'}",4313829.0,R,6.0
124,tt0879870,Eat Pray Love,2010,133.0,"Drama,Romance","{'amount': 60000000, 'currency': 'USD'}",204594016.0,PG-13,8.0
125,tt0881320,Sanctum,2011,108.0,"Adventure,Drama,Thriller","{'amount': 30000000, 'currency': 'USD'}",108609310.0,R,2.0
126,tt0882977,Snitch,2013,112.0,"Action,Drama,Thriller","{'amount': 15000000.0, 'currency': 'USD'}",57824674.0,PG-13,2.0
127,tt0884726,Legends of Oz: Dorothy's Return,2013,88.0,"Adventure,Animation,Family","{'amount': 70000000, 'currency': 'USD'}",21755418.0,PG,5.0
128,tt0884732,The Wedding Ringer,2015,101.0,Comedy,"{'amount': 23000000, 'currency': 'USD'}",79799880.0,R,1.0
129,tt0889573,The Switch,2010,101.0,"Comedy,Drama,Romance","{'amount': 19000000, 'currency': 'USD'}",49843011.0,PG-13,8.0
130,tt0892318,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama","{'amount': 30000000, 'currency': 'USD'}",79628830.0,PG,5.0
131,tt0892769,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation","{'amount': 165000000, 'currency': 'USD'}",494879471.0,PG,3.0
132,tt0892791,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy","{'amount': 165000000, 'currency': 'USD'}",752600867.0,PG,5.0
133,tt0914863,Unthinkable,2010,97.0,"Crime,Drama,Thriller","{'amount': 15000000.0, 'currency': 'USD'}",1669947.0,R,6.0
134,tt0935075,Rabbit Hole,2010,91.0,Drama,"{'amount': 5000000, 'currency': 'USD'}",5144717.0,PG-13,1.0
135,tt0938283,The Last Airbender,2010,103.0,"Action,Adventure,Family","{'amount': 150000000, 'currency': 'USD'}",319713881.0,PG,7.0
136,tt0944835,Salt,2010,100.0,"Action,Mystery,Thriller","{'amount': 110000000, 'currency': 'USD'}",293503354.0,PG-13,7.0
137,tt0945513,Source Code,2011,93.0,"Action,Drama,Sci-Fi","{'amount': 32000000, 'currency': 'USD'}",147332697.0,PG-13,4.0
138,tt0947798,Black Swan,2010,108.0,"Drama,Thriller","{'amount': 13000000, 'currency': 'USD'}",329398046.0,R,12.0
139,tt0948470,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi","{'amount': 230000000, 'currency': 'USD'}",757930663.0,PG-13,7.0
140,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama","{'amount': 200000000, 'currency': 'USD'}",321669741.0,PG-13,5.0
141,tt0959306,Reach Me,2014,95.0,"Comedy,Crime,Drama","{'amount': 5000000.0, 'currency': 'USD'}",26013.0,PG-13,11.0
142,tt0960730,Beautiful Darling,2010,85.0,Documentary,,34096.0,Not Rated,4.0
143,tt0963966,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family","{'amount': 150000000, 'currency': 'USD'}",215283742.0,PG,7.0
144,tt0964517,The Fighter,2010,116.0,"Biography,Drama,Sport","{'amount': 25000000, 'currency': 'USD'}",129190869.0,R,12.0
145,tt0968264,The Conspirator,2010,122.0,"Crime,Drama,History","{'amount': 25000000, 'currency': 'USD'}",15625544.0,PG-13,4.0
146,tt0970866,Little Fockers,2010,98.0,"Comedy,Romance","{'amount': 100000000, 'currency': 'USD'}",310650585.0,PG-13,12.0
147,tt0974015,Justice League,2017,120.0,"Action,Adventure,Fantasy","{'amount': 300000000.0, 'currency': 'USD'}",657926987.0,PG-13,11.0
148,tt0975645,Hitchcock,2012,98.0,"Biography,Comedy,Drama","{'amount': 15700000.0, 'currency': 'USD'}",27039669.0,PG-13,12.0
149,tt0977855,Fair Game,2010,108.0,"Biography,Drama,Thriller","{'amount': 22000000, 'currency': 'USD'}",25806953.0,PG-13,12.0
150,tt0978764,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy","{'amount': 82000000, 'currency': 'USD'}",89792502.0,PG-13,3.0
151,tt0979434,Lottery Ticket,2010,99.0,Comedy,"{'amount': 17000000, 'currency': 'USD'}",24719879.0,PG-13,8.0
152,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy","{'amount': 155000000, 'currency': 'USD'}",415686217.0,PG,12.0
153,tt0983193,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation","{'amount': 135000000.0, 'currency': 'USD'}",373993951.0,PG,12.0
154,tt0984210,Multiple Sarcasms,2010,97.0,Drama,"{'amount': 2500000.0, 'currency': 'USD'}",29731.0,R,4.0
155,tt0985694,Machete,2010,105.0,"Action,Crime,Thriller","{'amount': 10500000, 'currency': 'USD'}",45491656.0,R,9.0
156,tt0989757,Dear John,2010,108.0,"Drama,Romance,War","{'amount': 25000000, 'currency': 'USD'}",114984666.0,PG-13,2.0
157,tt0990407,The Green Hornet,2011,119.0,"Action,Comedy,Crime","{'amount': 120000000, 'currency': 'USD'}",227817248.0,PG-13,1.0
158,tt0993842,Hanna,2011,111.0,"Action,Drama,Thriller","{'amount': 30000000, 'currency': 'USD'}",63782078.0,PG-13,4.0
159,tt0993846,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama","{'amount': 100000000, 'currency': 'USD'}",392000694.0,R,12.0
160,tt0995845,The Courier,2012,95.0,"Action,Crime,Drama","{'amount': 15500000.0, 'currency': 'USD'}",58387.0,R,6.0
161,tt0995868,Pelé: Birth of a Legend,2016,107.0,"Biography,Drama,Sport",,7846608.0,PG,5.0
162,tt0997152,The Experiment,2010,96.0,"Drama,Thriller","{'amount': 21800000.0, 'currency': 'USD'}",716580.0,R,9.0
163,tt0999913,Straw Dogs,2011,110.0,"Action,Drama,Thriller","{'amount': 25000000, 'currency': 'USD'}",11168712.0,R,9.0
164,tt1001526,Megamind,2010,95.0,"Action,Animation,Comedy","{'amount': 130000000, 'currency': 'USD'}",321885765.0,PG,11.0
165,tt1002563,The Young Messiah,2016,111.0,"Drama,Fantasy","{'amount': 18500000.0, 'currency': 'USD'}",7330338.0,PG-13,3.0
166,tt1013743,Knight and Day,2010,109.0,"Action,Adventure,Comedy","{'amount': 117000000, 'currency': 'USD'}",261989769.0,PG-13,6.0
167,tt1013860,Dylan Dog: Dead of Night,2010,107.0,"Action,Comedy,Crime","{'amount': 20000000.0, 'currency': 'USD'}",5782515.0,PG-13,4.0
168,tt1014759,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy","{'amount': 200000000, 'currency': 'USD'}",1025468216.0,PG,3.0
169,tt1015471,The Sisterhood of Night,2014,104.0,"Drama,Mystery,Thriller","{'amount': 1000000.0, 'currency': 'USD'}",6870.0,PG-13,10.0
170,tt1017451,The Runaways,2010,106.0,"Biography,Drama,Music","{'amount': 10000000, 'currency': 'USD'}",4681651.0,R,1.0
171,tt1017464,The Tortured,2010,79.0,"Horror,Thriller","{'amount': 8500000.0, 'currency': 'USD'}",319421.0,R,5.0
172,tt1018765,Our Brand Is Crisis,2015,107.0,"Comedy,Drama","{'amount': 28000000, 'currency': 'USD'}",8527658.0,R,10.0
173,tt1023114,The Way Back,2010,133.0,"Adventure,Drama,History","{'amount': 30000000, 'currency': 'USD'}",24172201.0,PG-13,1.0
174,tt1024648,Argo,2012,120.0,"Biography,Drama,Thriller","{'amount': 44500000, 'currency': 'USD'}",232325503.0,R,10.0
175,tt1024770,The People I've Slept With,2012,89.0,Comedy,"{'amount': 3000000.0, 'currency': 'USD'}",19137.0,Not Rated,7.0
176,tt1025102,The Pardon,2013,120.0,Crime,"{'amount': 5000000.0, 'currency': 'USD'}",8845.0,PG-13,3.0
177,tt1027718,Wall Street: Money Never Sleeps,2010,133.0,Drama,"{'amount': 70000000, 'currency': 'USD'}",134748021.0,PG-13,9.0
178,tt1027820,The Incident,2011,85.0,"Horror,Thriller","{'amount': 500000.0, 'currency': 'USD'}",98201.0,Not Rated,5.0
179,tt1028576,Secretariat,2010,123.0,"Biography,Drama,Family","{'amount': 35000000, 'currency': 'USD'}",60321861.0,PG,10.0
180,tt1029360,Poltergeist,2015,93.0,"Horror,Thriller","{'amount': 35000000, 'currency': 'USD'}",95437994.0,PG-13,5.0
181,tt1032751,The Warrior's Way,2010,100.0,"Action,Fantasy,Western","{'amount': 42000000, 'currency': 'USD'}",11103434.0,R,12.0
182,tt1033575,The Descendants,2011,115.0,"Comedy,Drama","{'amount': 20000000.0, 'currency': 'USD'}",177243185.0,R,12.0
183,tt1034293,Somewhere Tonight,2011,85.0,"Comedy,Drama,Romance",,8139.0,Not Rated,9.0
184,tt1037222,Robosapien: Rebooted,2013,86.0,"Adventure,Drama,Family",,290502.0,PG,5.0
185,tt1037705,The Book of Eli,2010,118.0,"Action,Adventure,Drama","{'amount': 80000000, 'currency': 'USD'}",157107755.0,R,1.0
186,tt1038686,Legion,2010,100.0,"Action,Fantasy,Horror","{'amount': 26000000, 'currency': 'USD'}",67918658.0,R,1.0
187,tt1038919,The Bounty Hunter,2010,110.0,"Action,Comedy,Romance","{'amount': 40000000, 'currency': 'USD'}",136333522.0,PG-13,3.0
188,tt1043726,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy","{'amount': 70000000, 'currency': 'USD'}",61279452.0,PG-13,1.0
189,tt1045658,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance","{'amount': 21000000, 'currency': 'USD'}",236412453.0,R,9.0
190,tt1046171,You and I,2011,100.0,"Drama,Romance","{'amount': 12000000.0, 'currency': 'USD'}",909438.0,R,1.0
191,tt1047540,Parental Guidance,2012,105.0,"Comedy,Family","{'amount': 25000000, 'currency': 'USD'}",119772232.0,PG,12.0
192,tt1049402,Howl,2010,84.0,"Biography,Drama,Romance",5000000.0,1614810.0,R,1.0
193,tt1051904,Goosebumps,2015,103.0,"Adventure,Comedy,Family","{'amount': 58000000, 'currency': 'USD'}",158261424.0,PG,10.0
194,tt1053424,Repo Men,2010,111.0,"Action,Crime,Sci-Fi","{'amount': 32000000, 'currency': 'USD'}",18409891.0,R,3.0
195,tt1053810,The Big Year,2011,100.0,Comedy,"{'amount': 41000000, 'currency': 'USD'}",8179416.0,PG,10.0
196,tt1055292,Life as We Know It,2010,114.0,"Comedy,Drama,Romance","{'amount': 38000000, 'currency': 'USD'}",105734416.0,PG-13,10.0
197,tt1059317,Sophomore,2012,98.0,Comedy,,18945.0,Not Rated,1.0
198,tt1059836,Transit,2012,88.0,"Action,Crime,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",663432.0,R,4.0
199,tt1065073,Boyhood,2014,165.0,Drama,"{'amount': 4000000, 'currency': 'USD'}",48137666.0,R,8.0
200,tt1067583,Water for Elephants,2011,120.0,"Drama,Romance","{'amount': 38000000, 'currency': 'USD'}",117094902.0,PG-13,4.0
201,tt1067765,Adult World,2013,97.0,"Comedy,Drama","{'amount': 4000000.0, 'currency': 'USD'}",37887.0,R,2.0
202,tt1068242,Footloose,2011,113.0,"Comedy,Drama,Music","{'amount': 24000000, 'currency': 'USD'}",63543328.0,PG-13,10.0
203,tt1068961,Midnight Son,2011,88.0,Horror,"{'amount': 3250000.0, 'currency': 'USD'}",973.0,Not Rated,3.0
204,tt1071875,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller","{'amount': 57000000, 'currency': 'USD'}",132563930.0,PG-13,2.0
205,tt1075747,Jonah Hex,2010,81.0,"Action,Drama,Fantasy","{'amount': 47000000, 'currency': 'USD'}",10903312.0,PG-13,6.0
206,tt1077368,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror","{'amount': 150000000, 'currency': 'USD'}",245527149.0,PG-13,5.0
207,tt1079964,Happiness Runs,2010,88.0,Drama,"{'amount': 1200000.0, 'currency': 'USD'}",7199.0,Not Rated,5.0
208,tt1082807,The Belko Experiment,2016,89.0,"Horror,Thriller","{'amount': 5000000, 'currency': 'USD'}",11084630.0,R,3.0
209,tt1085492,The Prince,2014,93.0,"Action,Thriller","{'amount': 18000000.0, 'currency': 'USD'}",1289595.0,R,8.0
210,tt1086772,Blended,2014,117.0,"Comedy,Romance","{'amount': 40000000, 'currency': 'USD'}",127994610.0,PG-13,5.0
211,tt1091191,Lone Survivor,2013,121.0,"Action,Biography,Drama","{'amount': 40000000, 'currency': 'USD'}",154802912.0,R,1.0
212,tt1092026,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi","{'amount': 40000000, 'currency': 'USD'}",97984015.0,R,3.0
213,tt1093355,BuzzKill,2012,94.0,Comedy,"{'amount': 1000000.0, 'currency': 'USD'}",5860.0,Not Rated,1.0
214,tt1093357,The Darkest Hour,2011,89.0,"Action,Adventure,Horror","{'amount': 30000000, 'currency': 'USD'}",64626786.0,PG-13,12.0
215,tt1094666,Hamill,2010,108.0,"Biography,Drama,Sport",,30929.0,PG-13,10.0
216,tt1096999,Evolution of a Criminal,2014,81.0,Documentary,,3568.0,,3.0
217,tt1100051,Bereavement,2010,103.0,"Crime,Horror,Thriller","{'amount': 3600000.0, 'currency': 'USD'}",43712.0,R,7.0
218,tt1100089,Foxcatcher,2014,134.0,"Biography,Drama,Sport","{'amount': 24000000.0, 'currency': 'USD'}",19206513.0,R,1.0
219,tt1103153,Killers,2010,100.0,"Action,Comedy,Romance","{'amount': 75000000, 'currency': 'USD'}",98159963.0,PG-13,6.0
220,tt1103273,Peep World,2010,79.0,"Comedy,Drama",,14351.0,R,3.0
221,tt1104001,Tron,2010,125.0,"Action,Adventure,Fantasy","{'amount': 170000000, 'currency': 'USD'}",400063852.0,PG,12.0
222,tt1105355,Good Ol' Boy,2015,102.0,"Comedy,Drama,Family","{'amount': 2000000.0, 'currency': 'USD'}",35312.0,PG-13,2.0
223,tt1106860,Ca$h,2010,108.0,"Crime,Thriller","{'amount': 7000000.0, 'currency': 'USD'}",46488.0,R,3.0
224,tt1107319,Dirty Girl,2010,90.0,"Comedy,Drama","{'amount': 4000000.0, 'currency': 'USD'}",143485.0,R,6.0
225,tt1109488,Mars,2010,90.0,"Animation,Comedy,Sci-Fi","{'amount': 200000.0, 'currency': 'USD'}",128114.0,Not Rated,12.0
226,tt1109574,Between Us,2012,90.0,Drama,,4380.0,R,10.0
227,tt1111235,Trance,2010,83.0,Horror,"{'amount': 950000.0, 'currency': 'USD'}",24200000.0,R,3.0
228,tt1113829,George Harrison: Living in the Material World,2011,208.0,"Biography,Documentary,Music",,156113.0,Not Rated,9.0
229,tt1116184,Jackass 3D,2010,95.0,"Action,Comedy,Documentary","{'amount': 20000000, 'currency': 'USD'}",171685792.0,R,10.0
230,tt1120985,Blue Valentine,2010,112.0,"Drama,Romance","{'amount': 1000000, 'currency': 'USD'}",15440333.0,R,1.0
231,tt1121096,Seventh Son,2014,102.0,"Action,Adventure,Fantasy","{'amount': 95000000, 'currency': 'USD'}",114178613.0,PG-13,2.0
232,tt1121986,Art of Submission,2012,119.0,"Action,Drama","{'amount': 4500000, 'currency': 'USD'}",9004.0,PG-13,9.0
233,tt1122614,And Everything Is Going Fine,2010,89.0,Documentary,,22080.0,Not Rated,1.0
234,tt1124035,The Ides of March,2011,101.0,"Drama,Thriller","{'amount': 12500000.0, 'currency': 'USD'}",76338111.0,R,10.0
235,tt1124037,Free State of Jones,2016,139.0,"Action,Biography,Drama","{'amount': 50000000, 'currency': 'USD'}",25035950.0,R,6.0
236,tt1126590,Big Eyes,2014,106.0,"Biography,Crime,Drama","{'amount': 10000000.0, 'currency': 'USD'}",29253166.0,PG-13,12.0
237,tt1126591,Burlesque,2010,119.0,"Drama,Music,Musical","{'amount': 55000000, 'currency': 'USD'}",89520336.0,PG-13,11.0
238,tt1126618,Morning Glory,2010,107.0,"Comedy,Drama,Romance","{'amount': 40000000, 'currency': 'USD'}",60040976.0,PG-13,11.0
239,tt1127883,The Girl,2012,95.0,"Crime,Drama,Thriller",,35048.0,PG-13,4.0
240,tt1127886,Here,2011,126.0,"Adventure,Drama,Romance",,31428.0,Not Rated,1.0
241,tt1129396,Radio Free Albemuth,2010,111.0,"Drama,Sci-Fi","{'amount': 3600000.0, 'currency': 'USD'}",9365.0,R,6.0
242,tt1129412,Circle,2010,88.0,"Horror,Thriller","{'amount': 2000000.0, 'currency': 'USD'}",10024.0,Not Rated,9.0
243,tt1129427,Miss Nobody,2010,92.0,"Comedy,Crime",,90647.0,R,6.0
244,tt1130884,Shutter Island,2010,138.0,"Mystery,Thriller","{'amount': 80000000, 'currency': 'USD'}",294805697.0,R,2.0
245,tt1130964,The 5th Quarter,2010,90.0,"Biography,Drama,Sport","{'amount': 6000000.0, 'currency': 'USD'}",408159.0,PG-13,3.0
246,tt1131728,Basmati Blues,2017,106.0,"Comedy,Musical,Romance",,15605.0,Not Rated,2.0
247,tt1132449,Lay the Favorite,2012,94.0,"Comedy,Drama,Romance","{'amount': 26350000.0, 'currency': 'USD'}",1577272.0,R,1.0
248,tt1133985,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi","{'amount': 200000000, 'currency': 'USD'}",219851172.0,PG-13,6.0
