,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross,mpaa_rating,month
1612,tt2064713,A Band Called Death,2012,96.0,"Biography,Documentary,Music",,127257.0,Not Rated,6.0
1613,tt2064891,The Jazz Funeral,2014,74.0,Drama,,7103.0,Not Rated,6.0
1614,tt2064960,The Great Flood,2012,80.0,"Documentary,History,Music",,20694.0,Not Rated,1.0
1615,tt2064968,The Longest Week,2014,86.0,"Comedy,Drama,Romance",,46460.0,PG-13,9.0
1616,tt2066176,Any Day Now,2012,98.0,Drama,,261747.0,R,4.0
1617,tt2069784,Greedy Lying Bastards,2012,90.0,Documentary,"{'amount': 1500000.0, 'currency': 'USD'}",46121.0,PG-13,3.0
1618,tt2069955,The Mule,2012,96.0,"Crime,Drama,Mystery","{'amount': 5000000.0, 'currency': 'USD'}",19152.0,R,10.0
1619,tt2070597,Shanghai Calling,2012,100.0,"Comedy,Drama,Romance",,10400.0,PG-13,2.0
1620,tt2070604,April Apocalypse,2013,84.0,"Comedy,Horror,Romance",,13261.0,Not Rated,2.0
1621,tt2070852,The Happy House,2013,81.0,"Comedy,Horror",,2311.0,Not Rated,5.0
1622,tt2070862,Temptation: Confessions of a Marriage Counselor,2013,111.0,"Drama,Thriller",,53143144.0,PG-13,3.0
1623,tt2071483,Inside Out,2011,59.0,Family,"{'amount': 500000.0, 'currency': 'USD'}",857600000.0,,12.0
1624,tt2071550,Open Grave,2013,102.0,"Horror,Mystery,Thriller",,489812.0,Unrated,1.0
1625,tt2072233,Sleepless,2017,95.0,"Action,Crime,Thriller","{'amount': 30000000.0, 'currency': 'USD'}",32917353.0,R,1.0
1626,tt2072987,Harvest of Empire,2012,90.0,"Documentary,History",,79627.0,Not Rated,9.0
1627,tt2073029,Marina Abramovic: The Artist Is Present,2012,106.0,"Biography,Documentary,History",,156695.0,Not Rated,1.0
1628,tt2073520,An Oversimplification of Her Beauty,2012,84.0,"Animation,Comedy,Drama",,71906.0,TV-MA,4.0
1629,tt2073681,The Last Day of August,2012,90.0,Drama,,2492.0,Not Rated,10.0
1630,tt2077747,"Love, Marilyn",2012,107.0,"Biography,Documentary",,6950.0,Not Rated,10.0
1631,tt2077851,Sleepwalk with Me,2012,81.0,Comedy,"{'amount': 1000000.0, 'currency': 'USD'}",2266067.0,PG-13,1.0
1632,tt2079512,Herman's House,2012,80.0,"Crime,Documentary",,4956.0,Not Rated,3.0
1633,tt2081194,Hansel & Gretel Get Baked,2013,86.0,"Comedy,Horror","{'amount': 4500000.0, 'currency': 'USD'}",298688.0,TV-MA,2.0
1634,tt2083355,The Best Man Holiday,2013,123.0,"Comedy,Drama","{'amount': 17000000, 'currency': 'USD'}",72835710.0,R,11.0
1635,tt2083383,Trouble with the Curve,2012,111.0,"Drama,Sport","{'amount': 30000000.0, 'currency': 'USD'}",48963137.0,PG-13,9.0
1636,tt2084773,America the Beautiful 2: The Thin Commandments,2011,100.0,Documentary,,12366.0,Not Rated,10.0
1637,tt2084953,Terms and Conditions May Apply,2013,79.0,"Documentary,News",,55824.0,Not Rated,7.0
1638,tt2084989,Upstream Color,2013,96.0,"Drama,Sci-Fi","{'amount': 50000.0, 'currency': 'USD'}",587174.0,Not Rated,1.0
1639,tt2085759,Bidder 70,2012,73.0,"Biography,Crime,Documentary",,5074.0,Not Rated,3.0
1640,tt2085888,Only the Young,2012,72.0,"Comedy,Documentary,Romance",,15312.0,Not Rated,3.0
1641,tt2085910,Room 237,2012,102.0,Documentary,,367406.0,Not Rated,1.0
1642,tt2088714,Call Me Kuchu,2012,87.0,"Documentary,Drama",,12110.0,Not Rated,6.0
1643,tt2088883,Rising from Ashes,2012,82.0,"Documentary,Sport",,53804.0,,10.0
1644,tt2089674,Elemental,2012,92.0,"Documentary,News",,10358.0,TV-G,5.0
1645,tt2089721,Know How,2015,106.0,"Drama,Musical",,3323.0,,5.0
1646,tt2090447,A Green Story,2012,90.0,Biography,"{'amount': 850000.0, 'currency': 'USD'}",12901.0,Not Rated,5.0
1647,tt2090629,The Culling,2015,81.0,"Horror,Thriller",,7295.0,Not Rated,3.0
1648,tt2091245,Black and White Stripes: The Juventus Story,2018,107.0,"Biography,Documentary,Sport","{'amount': 1000000.0, 'currency': 'USD'}",1179104.0,,6.0
1649,tt2091256,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy","{'amount': 38000000, 'currency': 'USD'}",125427681.0,PG,6.0
1650,tt2091325,Bad Johnson,2014,88.0,"Comedy,Fantasy,Romance",,27650.0,Not Rated,5.0
1651,tt2091398,The Revisionaries,2012,92.0,"Documentary,History,News",,22664.0,Not Rated,4.0
1652,tt2091473,Promised Land,2012,106.0,Drama,"{'amount': 15000000.0, 'currency': 'USD'}",11039031.0,R,1.0
1653,tt2091935,Mr. Right,2015,95.0,"Action,Comedy,Romance","{'amount': 8000000.0, 'currency': 'USD'}",607595.0,R,4.0
1654,tt2093109,Escape Fire: The Fight to Rescue American Healthcare,2012,95.0,"Documentary,News",,126238.0,PG-13,10.0
1655,tt2093269,The Prophet's Son,2012,97.0,Drama,"{'amount': 2750000, 'currency': 'USD'}",16983.0,PG,9.0
1656,tt2093977,Crush,2013,94.0,"Horror,Thriller",,105473.0,PG-13,4.0
1657,tt2093991,Elvis & Nixon,2016,86.0,"Comedy,History",,1798432.0,R,4.0
1658,tt2094018,Hours,2013,97.0,"Drama,Thriller","{'amount': 4000000.0, 'currency': 'USD'}",801983.0,PG-13,3.0
1659,tt2094034,Runoff,2014,90.0,Drama,,30186.0,R,6.0
1660,tt2094064,Much Ado About Nothing,2012,109.0,"Comedy,Drama,Romance",,5341221.0,PG-13,3.0
1661,tt2094155,Dead Man's Burden,2012,93.0,"Drama,Western",,29634.0,Not Rated,5.0
1662,tt2094766,Assassin's Creed,2016,115.0,"Action,Adventure,Sci-Fi","{'amount': 125000000, 'currency': 'USD'}",240697856.0,PG-13,12.0
1663,tt2095713,Missionary,2013,90.0,"Drama,Thriller",,2120.0,R,10.0
1664,tt2095768,This Is Congo,2017,93.0,"Documentary,History,War",,8905.0,TV-MA,9.0
1665,tt2096672,Dumb and Dumber To,2014,109.0,"Adventure,Comedy","{'amount': 40000000, 'currency': 'USD'}",169837010.0,PG-13,11.0
1666,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy","{'amount': 175000000, 'currency': 'USD'}",858848019.0,PG,6.0
1667,tt2097298,"McFarland, USA",2015,129.0,"Biography,Drama,Sport","{'amount': 17000000.0, 'currency': 'USD'}",45710059.0,PG,2.0
1668,tt2097307,Hit and Run,2012,100.0,"Action,Comedy","{'amount': 2000000, 'currency': 'USD'}",16816647.0,R,8.0
1669,tt2097331,The Family Fang,2015,105.0,"Comedy,Drama,Mystery",,649555.0,R,5.0
1670,tt2097333,Get Squirrely,2015,83.0,"Animation,Comedy,Family",,1071504.0,PG,11.0
1671,tt2099788,Welcome to Pine Hill,2012,81.0,Drama,,6115.0,Not Rated,3.0
1672,tt2101341,Dead Man Down,2013,118.0,"Action,Crime,Drama","{'amount': 30000000.0, 'currency': 'USD'}",18074539.0,R,3.0
1673,tt2101383,Knight of Cups,2015,118.0,"Drama,Romance",,1026288.0,R,3.0
1674,tt2101441,Spring Breakers,2012,94.0,"Comedy,Crime,Drama","{'amount': 5000000, 'currency': 'USD'}",32170399.0,R,3.0
1675,tt2103227,Otter 501,2012,85.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",24449.0,G,5.0
1676,tt2103254,Tammy,2014,97.0,"Comedy,Romance","{'amount': 20000000, 'currency': 'USD'}",100375432.0,R,7.0
1677,tt2103281,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama","{'amount': 170000000, 'currency': 'USD'}",710644566.0,PG-13,7.0
1678,tt2104985,Sky Force 3D,2012,91.0,Animation,"{'amount': 20000000.0, 'currency': 'USD'}",348807.0,PG,11.0
1679,tt2104994,Steve Jobs: The Lost Interview,2012,70.0,Documentary,,127541.0,Unrated,5.0
1680,tt2105044,V/H/S,2012,116.0,"Horror,Thriller",,1944287.0,R,1.0
1681,tt2106361,Into the Storm,2014,89.0,"Action,Adventure,Drama","{'amount': 50000000, 'currency': 'USD'}",161502194.0,PG-13,8.0
1682,tt2106739,Gayby,2012,85.0,"Comedy,Drama,Romance",,14062.0,Not Rated,3.0
1683,tt2109176,Noah,2011,105.0,"Drama,Thriller",,362599999.0,,
1684,tt2109184,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller","{'amount': 5000000, 'currency': 'USD'}",142802657.0,R,10.0
1685,tt2109248,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi","{'amount': 210000000, 'currency': 'USD'}",1104054072.0,PG-13,6.0
1686,tt2111392,Raze,2013,87.0,"Action,Drama,Horror",,7429.0,R,4.0
1687,tt2112277,Swelter,2014,96.0,"Action,Crime,Drama","{'amount': 8000000.0, 'currency': 'USD'}",38158.0,R,4.0
1688,tt2112293,The Comedy,2012,95.0,"Comedy,Drama",,41113.0,Not Rated,1.0
1689,tt2113075,The Inevitable Defeat of Mister & Pete,2013,108.0,Drama,,506303.0,R,1.0
1690,tt2113113,"Wild Horse, Wild Ride",2011,106.0,"Documentary,Western",,111205.0,PG,5.0
1691,tt2113659,Elsa & Fred,2014,93.0,"Comedy,Drama,Romance",10000000.0,753975.0,PG-13,11.0
1692,tt2114504,Woody Woodpecker,2017,91.0,"Animation,Comedy,Family","{'amount': 10000000.0, 'currency': 'USD'}",15316635.0,PG,11.0
1693,tt2118609,Death Metal Angola,2012,83.0,"Documentary,Music,War",,4674.0,R,11.0
1694,tt2119404,Code Red,2013,91.0,"Action,Horror,Sci-Fi","{'amount': 3000000.0, 'currency': 'USD'}",62431.0,Not Rated,2.0
1695,tt2119463,Let the Fire Burn,2013,88.0,Documentary,,64489.0,Not Rated,10.0
1696,tt2119543,The House with a Clock in Its Walls,2018,105.0,"Comedy,Fantasy,Horror","{'amount': 42000000, 'currency': 'USD'}",131523093.0,PG,9.0
1697,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi","{'amount': 88000000, 'currency': 'USD'}",244874809.0,PG-13,7.0
1698,tt2120152,The Invisible War,2012,93.0,"Crime,Documentary",,71968.0,Not Rated,1.0
1699,tt2123342,Underdogs,2013,102.0,"Drama,Family,Sport","{'amount': 2500000.0, 'currency': 'USD'}",35271.0,PG,4.0
1700,tt2123884,3 Nights in the Desert,2014,90.0,Drama,,1297.0,R,1.0
1701,tt2124074,28 Hotel Rooms,2012,82.0,"Drama,Romance",,131208.0,Not Rated,11.0
1702,tt2124803,How to Survive a Plague,2012,110.0,"Documentary,History,News",,132055.0,Not Rated,1.0
1703,tt2125435,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy","{'amount': 1800000.0, 'currency': 'USD'}",21107746.0,PG-13,1.0
1704,tt2125480,Dancing in Jaffa,2013,90.0,"Documentary,Drama,Family",,311001.0,Not Rated,1.0
1705,tt2125490,Detropia,2012,90.0,Documentary,,390024.0,Not Rated,1.0
1706,tt2125666,The Queen of Versailles,2012,100.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",2495706.0,PG,1.0
1707,tt2125681,Truth or Dare,2013,85.0,"Horror,Romance,Thriller","{'amount': 165000.0, 'currency': 'USD'}",95300000.0,,1.0
1708,tt2126355,San Andreas,2015,114.0,"Action,Adventure,Drama","{'amount': 110000000, 'currency': 'USD'}",473990832.0,PG-13,5.0
1709,tt2126357,Second Act,2018,103.0,"Comedy,Drama,Romance","{'amount': 16000000, 'currency': 'USD'}",72294066.0,PG-13,12.0
1710,tt2126400,Unfinished Business,2011,107.0,"Drama,Family",,14400000.0,,
1711,tt2129930,Booker's Place: A Mississippi Story,2012,90.0,"Documentary,History,Mystery",,5549.0,Not Rated,4.0
1712,tt2130136,Murder Eleven,2013,90.0,"Crime,Mystery,Thriller",,22107.0,R,10.0
1713,tt2132285,The Bling Ring,2013,90.0,"Biography,Crime,Drama","{'amount': 8000000.0, 'currency': 'USD'}",20045576.0,R,6.0
1714,tt2133243,Indigo Children,2012,72.0,Drama,,2621.0,Unrated,10.0
1715,tt2133333,The Color of Time,2012,73.0,"Biography,Drama,Romance",,199.0,R,12.0
1716,tt2133340,The Foreigner,2011,145.0,Action,"{'amount': 3000000.0, 'currency': 'USD'}",145400000.0,,9.0
1717,tt2139555,Playing It Cool,2014,94.0,"Comedy,Romance",,1323415.0,R,5.0
1718,tt2139843,Electrick Children,2012,96.0,Drama,,137126.0,R,3.0
1719,tt2139869,Family Games,2017,72.0,"Comedy,Drama",,671.0,PG-13,6.0
1720,tt2139881,Long Shot,2019,125.0,"Comedy,Romance","{'amount': 40000000, 'currency': 'USD'}",53873809.0,R,5.0
1721,tt2139919,Gimme the Loot,2012,79.0,"Comedy,Crime,Drama",,116783.0,Not Rated,3.0
1722,tt2140037,Jane Got a Gun,2015,98.0,"Action,Drama,Western","{'amount': 25000000.0, 'currency': 'USD'}",3067531.0,R,1.0
1723,tt2140373,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama","{'amount': 35000000, 'currency': 'USD'}",117867984.0,PG-13,12.0
1724,tt2140379,Self/less,2015,117.0,"Action,Mystery,Sci-Fi","{'amount': 26000000, 'currency': 'USD'}",31807156.0,PG-13,7.0
1725,tt2140479,The Accountant,2016,128.0,"Action,Crime,Drama","{'amount': 44000000, 'currency': 'USD'}",155160045.0,R,10.0
1726,tt2140507,The Current War,2017,105.0,"Biography,Drama,History","{'amount': 30000000.0, 'currency': 'USD'}",12217160.0,PG-13,10.0
1727,tt2140577,The Pretty One,2013,90.0,"Comedy,Drama",,13769.0,R,4.0
1728,tt2140619,Two Night Stand,2014,86.0,"Comedy,Romance",,492332.0,R,9.0
1729,tt2141773,Hell and Back,2015,86.0,"Adventure,Animation,Comedy",,157768.0,R,10.0
1730,tt2147048,Red Flag,2012,85.0,"Comedy,Drama,Romance",,2075.0,Not Rated,6.0
1731,tt2147275,Emoticon ;),2014,79.0,Drama,"{'amount': 150000.0, 'currency': 'USD'}",23881.0,Not Rated,5.0
1732,tt2147728,I Used to Be Darker,2013,89.0,"Drama,Music",,38974.0,Not Rated,1.0
1733,tt2151739,Meet Me in Montenegro,2014,90.0,"Comedy,Drama,Romance",,8612.0,Not Rated,7.0
